Position data for MD simulation
2185 2 9.946121 31.867075 32.823163
2186 2 5.9814 39.758629 30.336329
2187 1 8.165534 39.859019 31.67402
2188 1 9.866716 37.991067 34.492082
2189 1 6.071664 30.031602 31.852204
2190 2 5.975363 32.263836 35.863951
2191 2 6.015152 39.440626 33.13278
2192 2 1.763998 31.978098 35.775897
2193 1 4.023613 39.926535 28.814296
2194 2 4.19906 34.25437 36.291373
2195 1 1.908734 32.200897 38.556477
2196 2 1.706135 31.833461 41.814744
2197 2 3.851996 29.963057 41.499739
2198 1 5.881366 29.991114 40.177313
2199 1 1.928074 34.022514 37.145387
2200 1 1.933193 35.993054 38.960526
2201 1 1.910977 34.003052 40.484123
2202 2 2.252403 36.148419 42.026647
2203 1 2.201622 38.224162 37.601935
2204 1 2.559616 38.071144 40.724389
2205 2 2.09145 36.478693 36.361764
2206 1 8.066166 34.059994 35.985915
2207 1 3.824906 38.319745 35.969644
2208 1 3.815912 32.262032 37.267139
2209 2 4.132708 34.340878 38.9567
2210 1 3.435978 32.242218 40.08806
2211 1 4.071252 34.011712 41.583855
2212 2 4.03848 30.313123 38.689502
2213 1 4.039784 36.461748 37.636198
2214 2 4.02582 38.411413 38.939678
2215 1 4.241584 36.246066 40.448227
2216 1 4.421267 38.163554 42.158062
2217 1 5.87904 30.097527 37.287514
2218 1 1.745875 30.148744 39.879696
2219 1 3.87158 30.278956 36.129321
2220 1 5.779907 32.116694 38.901708
2221 2 5.878059 32.06623 41.319676
2222 1 9.907779 34.083209 37.370923
2223 1 5.946851 36.074854 36.270388
2224 1 6.304421 34.081779 37.566187
2225 2 6.13795 36.178887 39.01932
2226 1 6.106508 34.058167 40.359196
2227 2 5.944008 35.955011 41.911781
2228 2 9.729061 31.901065 36.13724
2229 1 6.056364 38.102117 37.414763
2230 1 6.117136 37.956466 40.449149
2231 1 0.188776 35.966311 40.600947
2232 2 7.999762 38.344429 41.988837
2233 1 7.953999 36.369516 40.730177
2234 1 0.189466 38.289679 41.687525
2235 1 7.801687 31.891539 37.359303
2236 2 8.131274 34.190693 38.953889
2237 1 8.052981 32.026282 40.028777
2238 1 8.017124 33.677118 41.685424
2239 2 0.093511 34.161123 38.736845
2240 1 8.17538 35.855626 37.49563
2241 2 8.213414 37.903436 38.842942
2242 1 5.897129 30.088055 42.849046
2243 2 9.722674 31.812219 41.677675
2244 1 8.173494 39.857056 37.389544
2245 1 9.884804 36.189362 39.171812
2246 2 8.0462 37.98228 36.246007
2247 1 6.388983 39.893306 39.020102
2248 1 0.037781 36.274461 37.302828
2249 2 0.550769 38.045147 39.236602
2250 1 3.928151 31.954865 42.946555
2251 1 9.900801 30.227312 40.00223
2252 1 9.819362 32.160653 38.612752
2253 2 9.843399 35.860565 35.989456
2254 1 9.953979 33.665956 43.08957
2255 1 8.21353 39.945412 40.228479
2256 2 17.904096 20.199887 1.406355
2257 2 14.072258 19.987663 1.79428
2258 2 19.928414 25.965217 1.479817
2259 1 14.010818 29.939856 2.763411
2260 1 19.794156 29.893561 4.267936
2261 1 13.959045 25.678544 0.081713
2262 2 17.641655 27.963331 4.15982
2263 1 11.594092 21.663682 4.507131
2264 2 11.48185 21.969959 1.84787
2265 1 11.890712 23.812203 2.981389
2266 1 11.774871 26.095895 4.4608
2267 1 12.053737 23.919346 5.719772
2268 2 11.650679 25.802386 1.32621
2269 1 11.671364 27.899471 2.838703
2270 1 11.684252 28.316126 5.37711
2271 1 17.813209 24.05008 7.025623
2272 1 13.523311 21.891582 2.786111
2273 2 13.941282 24.095903 4.012856
2274 1 13.820616 22.175357 5.629181
2275 1 11.735085 20.123274 6.038456
2276 2 13.886045 24.073834 1.468618
2277 1 13.580577 26.018459 2.449611
2278 2 13.815232 27.846514 4.150743
2279 1 13.822065 26.038926 5.747993
2280 2 13.65382 27.831981 1.215862
2281 2 19.839215 29.957549 1.578798
2282 2 15.822875 21.751177 4.22444
2283 2 11.748462 29.815841 7.008962
2284 2 18.070787 23.948426 1.298401
2285 1 15.692512 21.87322 1.205206
2286 1 16.099121 24.002167 2.714125
2287 1 15.800629 25.713932 4.143493
2288 1 16.093397 23.768744 5.608506
2289 1 19.74312 28.018259 5.557751
2290 2 16.040364 26.053046 1.496007
2291 1 15.637563 27.94217 2.734389
2292 1 15.760198 27.879431 5.639431
2293 1 18.064107 25.888465 5.723383
2294 2 17.741841 28.084809 1.432887
2295 1 19.572474 27.912795 2.952414
2296 1 17.770306 21.957248 2.722782
2297 2 17.904181 23.628641 4.322337
2298 1 17.753924 21.838327 5.689114
2299 1 18.096765 25.796041 3.025968
2300 2 13.686832 19.921213 4.493248
2301 1 19.696746 23.764794 2.951812
2302 1 19.80078 23.798453 5.666425
2303 1 17.846627 20.270346 4.260797
2304 2 15.740595 25.842879 7.202459
2305 1 17.711393 29.759816 5.632653
2306 1 11.701718 23.58897 0.345491
2307 2 19.967122 22.035445 1.248278
2308 1 15.99361 24.262837 0.055515
2309 2 17.771388 28.028147 7.04959
2310 2 19.876519 21.920068 7.128416
2311 1 19.927621 28.145483 0.168397
2312 2 19.804808 21.675836 4.552607
2313 2 15.702796 21.731497 7.217938
2314 1 13.480182 21.871991 0.191
2315 2 11.961087 29.859093 1.465649
2316 1 16.18535 20.031415 3.007801
2317 2 18.065981 20.151828 9.72004
2318 2 14.101119 20.288082 12.903493
2319 1 17.728893 20.068715 7.291079
2320 1 11.850841 20.104898 8.474062
2321 2 10.089394 23.904208 13.083845
2322 1 18.041431 26.051167 14.130802
2323 1 17.900921 26.088731 8.572183
2324 1 14.069145 22.259184 14.2443
2325 1 11.972456 22.435981 7.327032
2326 1 9.958768 25.858443 11.652944
2327 1 17.699226 22.089561 8.47691
2328 2 11.983729 21.990775 9.965973
2329 2 11.75671 29.727124 13.044428
2330 1 11.902199 21.96954 13.028559
2331 1 11.867678 19.986651 11.648339
2332 1 11.878239 24.146392 8.7946
2333 1 11.673756 26.314648 9.955454
2334 1 11.912968 23.919416 11.343945
2335 2 12.120131 25.934019 13.178524
2336 1 11.670497 28.268876 8.403818
2337 1 17.878008 28.280041 9.494182
2338 1 12.146978 28.084642 11.750228
2339 1 19.855796 24.008923 11.4173
2340 1 17.935627 29.632792 14.272565
2341 1 19.802679 27.935702 11.044347
2342 2 18.104492 24.285947 9.733842
2343 1 17.893258 26.233773 11.157477
2344 1 14.04984 21.789422 8.893129
2345 1 14.092957 23.976735 9.63907
2346 1 13.877361 22.360051 11.658751
2347 2 14.148878 24.365121 12.941356
2348 1 17.95711 23.934 12.958938
2349 1 13.777879 26.092437 8.528395
2350 2 13.679756 28.23325 9.65359
2351 1 13.759786 26.27187 11.114202
2352 2 14.118978 28.136248 13.026994
2353 1 19.981944 27.876118 8.488873
2354 1 17.868939 27.854341 12.735226
2355 2 16.044196 22.10976 10.237193
2356 2 19.770575 29.85602 9.656048
2357 1 16.12069 22.012427 12.996007
2358 1 19.858411 22.102603 9.749655
2359 1 15.881818 23.639687 8.602404
2360 2 15.834286 26.339475 10.107007
2361 1 16.044962 24.268149 11.189719
2362 1 15.756837 26.304577 12.64395
2363 1 15.627946 27.886427 8.494989
2364 1 18.102007 22.029266 11.462605
2365 1 16.090681 28.511833 11.277734
2366 2 19.70625 25.955522 12.597973
2367 2 13.852784 23.954672 7.357305
2368 1 19.88309 25.786717 10.111738
2369 1 10.06621 22.013948 11.517168
2370 1 16.143838 20.083457 11.387086
2371 1 19.974883 24.109232 8.249958
2372 2 19.996284 21.815221 12.881415
2373 2 10.080212 20.091865 10.352188
2374 2 19.929492 29.685048 12.750943
2375 1 18.167291 21.903405 14.288096
2376 1 10.035553 29.941911 8.735302
2377 1 20.008055 24.132356 14.275832
2378 2 10.056937 28.216644 10.401802
2379 2 17.89491 20.243479 12.88556
2380 2 10.010205 24.168368 9.977363
2381 1 16.03462 24.246271 14.212153
2382 2 13.838099 19.988913 9.971678
2383 1 13.555203 28.378525 7.218753
2384 2 11.885897 26.151733 7.26364
2385 1 19.947801 20.057889 11.382537
2386 1 10.158371 26.143883 14.362058
2387 1 19.800375 24.086068 17.250303
2388 2 20.00941 22.087083 16.167572
2389 1 16.014293 27.996852 14.355067
2390 1 17.994072 25.903538 17.30474
2391 1 16.057865 25.917426 21.46364
2392 1 19.82961 27.837266 14.491398
2393 2 17.772524 27.899439 15.782199
2394 1 15.392123 28.016333 20.323508
2395 1 18.111351 25.750626 20.058856
2396 2 11.835907 22.049111 15.735395
2397 1 16.041589 29.7714 16.064765
2398 2 12.141154 22.066121 18.885731
2399 1 12.136892 24.044526 14.331767
2400 1 17.83099 22.37365 20.434092
2401 1 16.178761 20.188726 20.471032
2402 1 12.01083 26.26855 15.964759
2403 1 12.327139 23.610589 17.3967
2404 2 12.198362 26.300832 18.521346
2405 1 11.773169 24.378911 19.957097
2406 2 10.243007 24.018527 16.239834
2407 1 11.971892 28.538425 16.995533
2408 2 18.026549 24.132801 15.707605
2409 1 11.89168 28.022921 19.945874
2410 2 13.674736 23.909521 21.516601
2411 2 10.032388 28.183537 15.683157
2412 1 17.495846 29.795063 20.185046
2413 2 14.033525 24.063146 15.862113
2414 1 14.286985 21.998312 17.319624
2415 1 13.926868 23.963483 18.849676
2416 1 14.159005 21.93852 20.280234
2417 1 10.034361 20.197448 21.332817
2418 2 13.921718 28.125571 15.946588
2419 1 14.197484 25.735287 17.356808
2420 1 13.817363 27.985143 18.597678
2421 1 13.87403 26.002469 20.437415
2422 2 16.288915 22.252998 15.58898
2423 2 17.9694 20.250181 19.019472
2424 2 15.954026 22.050264 18.903829
2425 2 17.958591 23.973614 18.702971
2426 2 17.752632 27.98897 18.793492
2427 1 17.769766 22.175192 17.364076
2428 2 16.091809 26.056837 15.8553
2429 1 16.054069 24.117272 17.455541
2430 2 15.784114 25.80134 19.060514
2431 1 16.012913 23.851073 20.323221
2432 1 16.001135 27.86654 17.534037
2433 1 10.156783 28.016831 18.611334
2434 1 11.850486 22.383056 21.485763
2435 1 12.216925 20.179932 17.219248
2436 2 19.832603 29.741997 16.054414
2437 1 15.979635 20.319433 17.206351
2438 2 18.051526 20.261545 15.891392
2439 1 12.305931 20.084179 20.291023
2440 1 19.834643 22.213718 18.909552
2441 1 19.679477 27.815684 20.050389
2442 1 10.067658 26.229565 20.076765
2443 2 15.548258 29.784807 18.711883
2444 1 13.985889 26.381811 14.718411
2445 1 10.021928 22.088298 17.511453
2446 1 19.358145 27.978627 17.405918
2447 1 12.25538 27.971379 14.601794
2448 2 19.955449 26.154775 16.109636
2449 2 14.345528 20.10574 15.608193
2450 2 13.592017 27.944466 21.888373
2451 1 10.149399 21.803753 25.333994
2452 2 14.00232 20.100907 24.621701
2453 2 10.159915 19.984923 23.910411
2454 1 19.803002 28.306099 23.081215
2455 2 17.957253 24.241736 21.841069
2456 2 15.905509 29.734169 27.422349
2457 2 12.066957 22.133123 24.349857
2458 2 12.024142 22.014091 27.417113
2459 1 9.991826 29.666762 25.960155
2460 1 11.545296 23.961683 23.035433
2461 2 11.927394 25.709292 24.593087
2462 1 11.880738 23.660468 25.911829
2463 2 11.843684 25.886122 27.321683
2464 1 12.14444 27.789341 23.52349
2465 1 12.12889 27.87748 26.189813
2466 1 12.271107 25.929954 21.800522
2467 1 14.39338 20.188731 21.92666
2468 2 15.912451 22.081911 21.777545
2469 1 11.9906 20.07456 28.643846
2470 1 13.826184 22.171873 22.991584
2471 1 13.941833 24.032309 24.708615
2472 1 13.819809 22.212942 25.764202
2473 2 13.90512 24.053948 27.395239
2474 1 10.218135 22.148979 28.658299
2475 1 14.162505 26.043932 23.344141
2476 2 14.115848 28.176478 25.128007
2477 1 13.917873 26.009826 26.09446
2478 1 13.839798 27.781792 27.553789
2479 1 12.046429 29.847843 24.8197
2480 1 15.947643 21.925166 24.320853
2481 1 17.912106 29.899898 23.264383
2482 2 15.810248 21.804969 27.467932
2483 1 12.201394 20.054197 22.908069
2484 1 15.787129 24.03002 22.766976
2485 2 16.10571 25.461794 24.754144
2486 1 15.65006 23.818358 25.997884
2487 1 15.931444 25.766201 27.331944
2488 1 15.98934 27.697083 23.623285
2489 2 10.144761 27.762773 24.724616
2490 1 16.230239 27.712818 26.141359
2491 2 18.138219 27.918583 27.648801
2492 2 18.023018 28.279639 24.757845
2493 1 18.180235 22.001565 22.852271
2494 1 18.29217 24.074891 24.433855
2495 1 17.832628 22.136837 25.869005
2496 2 17.679301 24.026374 27.293955
2497 2 10.45357 28.026916 21.711151
2498 1 18.097486 26.109172 26.152088
2499 1 18.007543 25.942933 23.50653
2500 2 15.897864 29.922288 21.846479
2501 1 19.773167 24.055294 26.245685
2502 1 12.054706 23.770569 28.653526
2503 1 10.075496 25.953562 22.962314
2504 2 11.830043 29.768195 27.64956
2505 2 17.521897 27.906361 21.597006
2506 2 17.975303 20.199755 24.206621
2507 1 13.965983 29.951231 23.22644
2508 1 15.896955 20.014327 25.74146
2509 1 10.177602 21.8 32.106914
2510 1 17.922511 26.000302 28.972197
2511 2 19.701126 21.657722 33.179644
2512 1 13.818036 21.972119 28.792173
2513 2 16.29081 29.573674 30.35112
2514 1 10.054198 21.817309 35.063095
2515 1 14.119535 29.881085 31.528522
2516 2 16.165406 25.675568 35.935032
2517 2 11.973264 21.876297 30.258482
2518 1 17.924246 25.952813 31.776118
2519 1 11.904706 22.01917 33.368553
2520 1 11.986355 29.941372 30.33835
2521 1 15.851803 27.908597 28.682247
2522 2 12.121876 25.620982 30.166538
2523 1 11.98141 23.92581 31.98214
2524 2 12.135971 25.846901 32.893836
2525 1 11.740699 24.193543 34.755817
2526 1 18.00363 29.69435 34.501791
2527 1 11.996082 27.802427 31.677219
2528 1 12.050398 28.081446 34.345657
2529 1 18.329246 27.937108 30.015587
2530 1 18.075369 25.606301 34.619107
2531 1 15.594405 23.909254 28.809732
2532 1 13.871443 23.909121 30.498276
2533 1 13.856674 21.89431 31.950137
2534 2 13.834708 24.086168 33.489376
2535 1 13.982627 21.923594 34.747705
2536 2 13.84659 27.90915 30.221962
2537 1 13.910074 25.820067 31.73038
2538 1 14.062249 28.012064 32.979812
2539 1 14.161225 25.822543 34.477309
2540 1 17.817323 21.671024 34.366744
2541 1 17.626056 21.978831 31.570086
2542 2 15.905654 21.933507 30.133663
2543 2 15.837073 21.857323 32.912125
2544 1 14.196849 26.00924 29.02184
2545 1 13.681407 20.104554 30.208718
2546 2 15.854301 25.800955 30.502591
2547 1 16.050372 23.734239 31.57823
2548 1 15.948572 25.858337 32.966585
2549 1 16.086628 23.69717 34.580448
2550 1 17.975176 23.948647 29.93949
2551 1 11.865765 27.722066 29.037799
2552 1 15.969801 27.789504 31.491894
2553 1 15.693492 27.667703 34.867623
2554 2 17.645743 27.734825 33.424303
2555 2 17.883492 23.854797 32.977137
2556 1 19.815241 28.003039 34.265687
2557 1 10.31631 26.043179 34.611158
2558 1 10.106173 25.768763 29.012438
2559 2 19.71831 21.730947 30.455543
2560 1 17.88277 21.792004 28.767515
2561 2 16.045613 29.906207 33.189221
2562 2 15.697634 29.594153 35.864036
2563 1 19.879123 23.808367 31.514083
2564 1 10.035321 29.943747 31.622107
2565 1 19.903702 23.77558 34.565117
2566 1 19.842379 27.943866 31.803591
2567 1 12.109758 20.016969 32.096243
2568 1 10.171493 25.84448 31.385355
2569 1 19.877968 21.961989 35.89863
2570 1 17.829939 29.826241 31.825617
2571 2 19.83244 26.147067 30.192174
2572 2 11.913986 29.913593 35.934762
2573 1 18.095927 25.984812 42.880937
2574 1 13.918092 27.739505 35.942377
2575 2 17.893354 23.555952 36.41822
2576 2 19.813314 26.135039 35.983713
2577 1 17.730993 22.080528 43.018935
2578 2 12.136086 21.953811 36.131809
2579 2 19.928026 21.733552 38.89139
2580 2 18.063473 28.236331 38.952089
2581 1 18.133717 26.224443 40.273114
2582 1 19.806814 20.132994 42.838888
2583 1 11.732867 27.913377 43.039993
2584 1 11.874425 21.955389 38.862453
2585 2 11.616005 21.95113 41.641178
2586 2 17.874657 20.116542 41.616961
2587 1 11.677881 23.969301 37.314298
2588 1 11.823219 25.787104 38.85105
2589 1 11.698329 23.918323 40.197847
2590 2 11.793946 25.942151 41.793093
2591 1 19.960204 28.031994 37.495802
2592 1 12.01328 27.837179 37.491995
2593 1 14.043815 29.835077 40.315271
2594 1 12.157943 28.040868 40.198766
2595 1 17.870911 27.836038 36.009952
2596 1 15.902461 28.023634 42.828418
2597 1 13.957996 21.827362 37.466844
2598 2 13.876509 23.658102 38.877485
2599 1 13.429952 21.998713 40.410707
2600 1 13.552698 23.818636 41.625433
2601 1 14.085112 25.798385 37.610056
2602 2 14.171248 27.792438 38.903466
2603 1 13.668092 25.721683 40.22596
2604 2 14.056046 27.545632 41.57489
2605 1 17.738635 21.602919 37.741194
2606 1 18.143639 28.227364 41.822143
2607 2 17.852071 24.111596 41.704092
2608 1 15.687029 21.962799 39.093737
2609 1 17.784588 21.990658 40.090771
2610 2 15.311778 22.237331 41.68583
2611 1 16.002445 24.049886 37.576806
2612 2 16.249171 26.079289 38.760842
2613 1 15.736449 24.023227 40.093816
2614 1 15.89019 25.991585 41.389687
2615 2 15.862149 21.698751 36.142939
2616 1 15.975356 28.167996 37.524723
2617 2 12.42146 26.068194 36.127171
2618 1 16.110267 28.248939 40.441221
2619 1 18.016127 25.773228 37.350953
2620 2 17.824812 23.935548 38.941035
2621 1 14.1381 23.885107 36.048819
2622 2 10.109302 28.147342 41.305156
2623 1 10.156328 26.149581 37.236426
2624 2 14.066373 20.159956 38.858245
2625 1 10.053543 29.847491 37.506813
2626 1 19.784485 21.816658 41.281473
2627 2 17.987688 20.045772 36.088368
2628 1 11.742757 20.048903 39.959779
2629 1 10.225507 39.919743 1.776187
2630 1 16.01815 30.042332 1.618115
2631 2 15.695202 30.158632 6.955748
2632 1 12.362861 39.870954 2.886337
2633 2 15.854473 29.947805 4.283099
2634 1 11.775818 32.026259 2.602895
2635 2 11.913565 33.993233 4.478352
2636 1 11.793653 31.86445 5.476071
2637 1 18.133602 38.487974 5.798113
2638 1 14.391065 34.233626 0.39689
2639 2 12.073483 34.273224 1.454209
2640 1 12.427024 36.197043 2.9142
2641 2 11.998253 37.977364 4.360074
2642 1 12.07624 35.959038 5.707518
2643 2 12.048451 37.93647 1.122952
2644 1 10.221507 37.629357 2.754712
2645 1 17.838725 33.890179 0.323527
2646 1 13.671113 31.869422 4.038929
2647 2 11.846301 30.197623 4.07954
2648 2 17.99176 36.523844 7.104657
2649 1 18.171822 38.003551 2.968428
2650 2 13.812123 31.932009 1.415126
2651 1 14.028351 34.150944 2.669882
2652 1 14.081559 36.237097 4.295722
2653 1 14.191416 34.229598 5.757627
2654 2 13.903989 32.165846 6.572179
2655 2 18.513912 39.7749 1.392447
2656 2 14.287888 36.35306 1.348504
2657 1 13.963967 38.230092 2.73534
2658 1 14.296624 38.24765 5.704158
2659 1 18.338228 32.476166 7.156766
2660 1 18.261142 34.057063 5.40205
2661 1 15.755103 31.955213 3.10191
2662 2 16.184444 34.152114 4.399819
2663 1 16.005538 32.067235 5.572919
2664 1 17.870955 30.082107 2.954294
2665 1 14.35176 38.065227 -0.043567
2666 1 16.211896 33.791769 1.94792
2667 1 16.045651 36.063996 2.988024
2668 2 16.184705 38.571219 4.503325
2669 1 16.2398 36.388328 5.749664
2670 1 16.145094 36.236618 0.141743
2671 2 17.883018 36.139689 1.548793
2672 1 16.104179 38.094697 1.497913
2673 1 13.643017 30.007266 5.537293
2674 1 17.936602 31.96213 4.331368
2675 1 11.837704 33.969498 6.99147
2676 2 17.995174 31.944038 1.791726
2677 1 18.073729 34.374716 3.047038
2678 1 17.964115 36.194155 4.403339
2679 2 10.236384 35.937856 1.257448
2680 1 10.149924 35.574098 3.906105
2681 1 15.991786 32.218055 0.138007
2682 1 12.352197 36.19558 0.143432
2683 2 19.940989 33.961087 1.421718
2684 1 10.086828 33.973765 2.558761
2685 1 19.92622 37.795531 7.083804
2686 1 12.245152 38.081839 7.140595
2687 2 14.096786 36.249871 7.200365
2688 2 16.358853 34.171577 7.083086
2689 1 13.956325 39.8384 13.294636
2690 2 15.95116 30.284364 9.708146
2691 1 10.116612 34.057012 8.51553
2692 1 11.886491 31.818556 7.992958
2693 1 12.144054 33.863985 9.576886
2694 1 12.074349 32.080457 11.366921
2695 2 12.123024 34.131507 12.980033
2696 1 12.174279 39.875431 11.38573
2697 1 19.671556 31.811662 11.41479
2698 1 12.197132 35.812079 8.454522
2699 1 12.375638 37.66933 9.732308
2700 1 12.402312 35.842814 11.466649
2701 2 12.466269 38.033358 12.856408
2702 1 19.832646 35.917774 11.870029
2703 1 10.522152 38.086931 14.267758
2704 2 18.293668 40.008043 7.231007
2705 1 12.073912 30.217632 9.954822
2706 1 13.981477 30.457148 8.454847
2707 2 13.817105 32.046584 9.919347
2708 1 14.09459 32.170625 13.032156
2709 1 13.949478 33.979417 8.223397
2710 2 14.249342 35.650007 9.695993
2711 1 14.191556 33.925398 11.360347
2712 1 14.141746 36.302742 12.88458
2713 1 10.432353 34.349893 11.605033
2714 1 14.350173 37.983528 8.81164
2715 1 10.317091 38.137065 8.837099
2716 1 14.341403 37.682198 11.186649
2717 1 13.848919 30.11339 11.840552
2718 1 17.903202 30.320971 7.985467
2719 1 9.989852 33.918071 14.29183
2720 1 15.825594 32.14769 8.126007
2721 1 16.107639 33.832285 9.654642
2722 1 15.913486 32.118163 11.540556
2723 2 15.805994 34.026203 13.297101
2724 1 16.10144 36.227215 8.594926
2725 2 16.274182 38.462654 9.990598
2726 1 16.082601 36.012371 11.289083
2727 2 15.90509 37.879703 13.147728
2728 2 10.203274 36.058843 13.130377
2729 2 16.107214 30.132024 13.249155
2730 2 17.758371 32.094978 9.877573
2731 1 16.122101 38.304836 7.16297
2732 1 17.694972 31.776181 13.160151
2733 1 17.990008 37.894348 8.781023
2734 1 18.247297 34.51266 8.486688
2735 2 18.041479 36.064859 10.312352
2736 1 18.00264 33.720994 11.262104
2737 1 17.682984 35.752383 13.274894
2738 2 19.533581 33.960728 13.032702
2739 1 18.184731 37.943925 11.695008
2740 2 10.127632 36.195499 7.158621
2741 2 10.334954 35.941055 9.992205
2742 1 19.713869 32.076536 14.220862
2743 1 10.210413 37.901798 11.632588
